age,start_click,session_time,converted,ticket_price,shipping
37.0,0,5,0,0.0,0
33.0,1,9,0,0.0,0
31.0,0,4,0,0.0,0
43.0,0,11,0,0.0,0
32.0,0,7,0,0.0,0
31.0,0,11,0,0.0,0
38.0,1,14,0,0.0,0
44.0,1,14,0,0.0,0
29.0,0,3,0,0.0,0
37.0,0,9,0,0.0,0
31.0,0,11,0,0.0,0
34.0,1,9,1,114.82469138058634,26
40.0,0,10,0,0.0,0
33.0,0,13,0,0.0,0
37.0,0,5,0,0.0,0
41.0,0,6,0,0.0,0
26.0,0,14,0,0.0,0
31.0,0,7,0,0.0,0
34.0,0,6,0,0.0,0
28.0,0,10,0,0.0,0
33.0,0,6,0,0.0,0
34.0,1,10,0,0.0,0
35.0,1,11,0,0.0,0
37.0,1,9,0,0.0,0
36.0,1,9,1,95.33110754904612,18
29.0,0,12,0,0.0,0
35.0,0,9,0,0.0,0
26.0,0,10,0,0.0,0
35.0,1,9,1,98.25436189813745,21
36.0,0,10,0,0.0,0
34.0,0,12,0,0.0,0
37.0,0,13,0,0.0,0
42.0,0,9,0,0.0,0
36.0,1,8,0,0.0,0
33.0,0,9,0,0.0,0
28.0,0,8,0,0.0,0
32.0,0,10,0,0.0,0
30.0,0,7,0,0.0,0
31.0,1,5,0,0.0,0
42.0,0,6,0,0.0,0
36.0,0,9,0,0.0,0
38.0,0,2,0,0.0,0
42.0,0,10,0,0.0,0
32.0,0,10,0,0.0,0
35.0,0,5,0,0.0,0
28.0,0,5,0,0.0,0
27.0,1,5,1,85.65216983922949,25
45.0,1,5,0,0.0,0
37.0,0,11,0,0.0,0
35.0,1,10,0,0.0,0
33.0,0,11,0,0.0,0
33.0,0,6,0,0.0,0
39.0,1,6,0,0.0,0
35.0,0,4,0,0.0,0
36.0,0,6,0,0.0,0
34.0,1,10,0,0.0,0
34.0,0,5,0,0.0,0
34.0,0,8,0,0.0,0
41.0,0,5,0,0.0,0
30.0,1,9,0,0.0,0
37.0,0,10,0,0.0,0
34.0,1,12,0,0.0,0
42.0,1,12,1,129.21402052136483,28
40.0,0,7,0,0.0,0
32.0,1,11,0,0.0,0
31.0,0,9,0,0.0,0
24.0,1,14,0,0.0,0
42.0,1,11,0,0.0,0
33.0,0,5,0,0.0,0
33.0,1,10,0,0.0,0
32.0,1,12,0,0.0,0
37.0,1,14,0,0.0,0
42.0,0,11,0,0.0,0
40.0,0,7,0,0.0,0
28.0,0,8,0,0.0,0
30.0,0,8,0,0.0,0
33.0,0,7,0,0.0,0
37.0,0,14,0,0.0,0
27.0,1,5,1,106.25639363845947,19
45.0,0,7,0,0.0,0
33.0,0,7,0,0.0,0
38.0,0,11,0,0.0,0
42.0,1,13,0,0.0,0
29.0,0,7,0,0.0,0
34.0,1,6,0,0.0,0
28.0,0,8,0,0.0,0
33.0,1,10,0,0.0,0
43.0,0,7,0,0.0,0
38.0,0,7,0,0.0,0
36.0,1,13,0,0.0,0
26.0,0,9,0,0.0,0
29.0,1,16,0,0.0,0
37.0,0,9,0,0.0,0
35.0,0,11,0,0.0,0
34.0,1,6,0,0.0,0
39.0,0,9,0,0.0,0
30.0,0,6,0,0.0,0
33.0,0,6,0,0.0,0
40.0,0,6,0,0.0,0
41.0,0,8,0,0.0,0
37.0,0,9,0,0.0,0
46.0,0,12,0,0.0,0
38.0,0,4,0,0.0,0
35.0,0,12,0,0.0,0
31.0,0,14,0,0.0,0
37.0,0,11,0,0.0,0
35.0,1,12,0,0.0,0
26.0,0,6,0,0.0,0
32.0,1,10,0,0.0,0
29.0,0,13,0,0.0,0
34.0,0,12,0,0.0,0
36.0,0,12,0,0.0,0
37.0,0,13,0,0.0,0
43.0,1,10,0,0.0,0
34.0,1,10,0,0.0,0
26.0,1,10,0,0.0,0
31.0,0,19,0,0.0,0
36.0,1,11,0,0.0,0
39.0,0,8,0,0.0,0
45.0,1,11,0,0.0,0
37.0,1,9,0,0.0,0
35.0,0,13,0,0.0,0
42.0,1,6,0,0.0,0
33.0,0,12,0,0.0,0
37.0,0,7,0,0.0,0
42.0,0,8,0,0.0,0
41.0,0,6,0,0.0,0
40.0,0,9,0,0.0,0
33.0,0,12,0,0.0,0
35.0,1,6,0,0.0,0
33.0,1,10,0,0.0,0
25.0,0,8,0,0.0,0
38.0,1,8,0,0.0,0
32.0,1,8,1,74.48716290395024,20
29.0,1,14,1,97.24850298127053,16
31.0,0,10,0,0.0,0
30.0,1,7,0,0.0,0
43.0,0,5,0,0.0,0
32.0,0,7,0,0.0,0
39.0,1,12,0,0.0,0
31.0,1,12,1,125.16044923293688,18
34.0,0,8,0,0.0,0
39.0,1,11,0,0.0,0
29.0,1,11,0,0.0,0
33.0,0,6,0,0.0,0
40.0,0,5,0,0.0,0
28.0,1,10,0,0.0,0
31.0,1,12,0,0.0,0
32.0,1,12,0,0.0,0
38.0,0,10,0,0.0,0
33.0,0,9,0,0.0,0
43.0,0,4,0,0.0,0
30.0,0,9,0,0.0,0
32.0,0,7,0,0.0,0
28.0,1,11,0,0.0,0
35.0,1,9,1,85.94375667982074,17
43.0,0,11,0,0.0,0
39.0,0,7,0,0.0,0
37.0,1,5,0,0.0,0
30.0,1,7,0,0.0,0
41.0,0,4,0,0.0,0
37.0,0,6,0,0.0,0
38.0,1,10,0,0.0,0
43.0,1,8,1,74.46551779379718,20
40.0,0,9,0,0.0,0
41.0,1,8,0,0.0,0
34.0,1,9,1,83.02239196284756,31
41.0,0,9,0,0.0,0
41.0,1,8,0,0.0,0
35.0,0,18,0,0.0,0
43.0,0,11,0,0.0,0
40.0,0,6,0,0.0,0
28.0,0,6,0,0.0,0
34.0,0,4,0,0.0,0
39.0,0,8,0,0.0,0
35.0,1,10,0,0.0,0
30.0,0,4,0,0.0,0
28.0,0,10,0,0.0,0
31.0,0,6,0,0.0,0
41.0,0,9,0,0.0,0
29.0,1,9,0,0.0,0
39.0,0,8,0,0.0,0
40.0,0,3,0,0.0,0
31.0,0,7,0,0.0,0
37.0,0,9,0,0.0,0
32.0,0,8,0,0.0,0
27.0,1,8,0,0.0,0
42.0,1,11,0,0.0,0
33.0,1,10,0,0.0,0
35.0,0,8,0,0.0,0
33.0,1,11,0,0.0,0
28.0,1,8,0,0.0,0
28.0,1,13,0,0.0,0
41.0,1,5,0,0.0,0
40.0,0,7,0,0.0,0
41.0,0,7,0,0.0,0
33.0,1,11,0,0.0,0
33.0,1,8,0,0.0,0
31.0,0,12,0,0.0,0
32.0,1,4,0,0.0,0
39.0,0,6,0,0.0,0
36.0,1,10,0,0.0,0
40.0,1,12,0,0.0,0
43.0,0,6,0,0.0,0
35.0,1,10,0,0.0,0
32.0,0,9,0,0.0,0
39.0,0,8,0,0.0,0
36.0,0,12,0,0.0,0
31.0,1,13,0,0.0,0
37.0,1,10,0,0.0,0
32.0,0,13,0,0.0,0
38.0,0,10,0,0.0,0
39.0,0,13,0,0.0,0
32.0,0,11,0,0.0,0
35.0,0,12,0,0.0,0
34.0,1,7,0,0.0,0
35.0,0,11,0,0.0,0
36.0,1,6,1,154.84688633578813,16
34.0,0,6,0,0.0,0
36.0,1,13,0,0.0,0
27.0,0,8,0,0.0,0
35.0,0,11,0,0.0,0
36.0,0,11,0,0.0,0
37.0,1,12,0,0.0,0
25.0,1,5,1,111.62300352786941,17
31.0,0,3,0,0.0,0
32.0,0,5,0,0.0,0
33.0,1,13,0,0.0,0
40.0,0,9,0,0.0,0
34.0,0,7,0,0.0,0
33.0,1,8,0,0.0,0
33.0,1,11,0,0.0,0
30.0,0,8,0,0.0,0
40.0,1,11,0,0.0,0
29.0,0,9,0,0.0,0
36.0,1,11,0,0.0,0
30.0,1,6,1,106.09854609564881,16
34.0,0,7,0,0.0,0
33.0,1,13,0,0.0,0
38.0,1,13,0,0.0,0
39.0,0,5,0,0.0,0
28.0,0,6,0,0.0,0
37.0,0,10,0,0.0,0
34.0,0,4,0,0.0,0
39.0,0,10,0,0.0,0
37.0,1,2,1,60.008428737655464,23
38.0,1,8,0,0.0,0
31.0,1,9,0,0.0,0
38.0,1,9,0,0.0,0
33.0,0,13,0,0.0,0
44.0,1,9,1,95.0886951955132,22
45.0,0,6,0,0.0,0
44.0,0,9,0,0.0,0
39.0,1,6,0,0.0,0
36.0,0,4,0,0.0,0
40.0,1,7,0,0.0,0
33.0,1,11,1,86.76949323829523,15
34.0,0,7,0,0.0,0
24.0,0,9,0,0.0,0
28.0,0,5,0,0.0,0
35.0,0,11,0,0.0,0
35.0,0,8,0,0.0,0
36.0,0,7,0,0.0,0
37.0,0,9,0,0.0,0
35.0,0,9,0,0.0,0
44.0,1,10,0,0.0,0
40.0,0,5,0,0.0,0
33.0,1,12,0,0.0,0
41.0,0,7,0,0.0,0
38.0,1,7,1,104.84446453858996,19
36.0,0,5,0,0.0,0
45.0,1,10,0,0.0,0
34.0,0,10,0,0.0,0
46.0,1,11,0,0.0,0
35.0,1,8,0,0.0,0
32.0,0,7,0,0.0,0
30.0,0,3,0,0.0,0
26.0,0,10,0,0.0,0
34.0,1,9,0,0.0,0
36.0,0,10,0,0.0,0
43.0,0,8,0,0.0,0
39.0,0,8,0,0.0,0
43.0,0,9,0,0.0,0
31.0,0,15,0,0.0,0
43.0,0,6,0,0.0,0
36.0,1,8,1,94.16875313982011,18
34.0,0,1,0,0.0,0
37.0,1,10,0,0.0,0
31.0,0,5,0,0.0,0
39.0,0,5,0,0.0,0
32.0,0,8,0,0.0,0
33.0,0,6,0,0.0,0
36.0,0,15,0,0.0,0
39.0,1,11,0,0.0,0
48.0,0,8,0,0.0,0
35.0,1,12,1,128.0908025876942,19
43.0,1,13,0,0.0,0
34.0,0,10,0,0.0,0
25.0,0,8,0,0.0,0
27.0,0,8,0,0.0,0
31.0,0,7,0,0.0,0
25.0,0,8,0,0.0,0
38.0,0,7,0,0.0,0
37.0,0,12,0,0.0,0
30.0,0,6,0,0.0,0
39.0,0,7,0,0.0,0
27.0,1,12,1,111.91960214920194,18
40.0,0,11,0,0.0,0
35.0,0,8,0,0.0,0
40.0,0,4,0,0.0,0
41.0,0,6,0,0.0,0
37.0,0,5,0,0.0,0
27.0,0,6,0,0.0,0
39.0,0,9,0,0.0,0
25.0,0,7,0,0.0,0
33.0,0,1,0,0.0,0
34.0,1,12,0,0.0,0
29.0,1,14,0,0.0,0
38.0,1,7,0,0.0,0
40.0,0,11,0,0.0,0
33.0,0,8,0,0.0,0
41.0,0,5,0,0.0,0
42.0,1,7,0,0.0,0
41.0,0,7,0,0.0,0
35.0,1,12,1,99.24008423816903,18
34.0,0,7,0,0.0,0
35.0,0,4,0,0.0,0
35.0,0,18,0,0.0,0
40.0,1,12,0,0.0,0
32.0,0,9,0,0.0,0
36.0,0,4,0,0.0,0
34.0,0,7,0,0.0,0
30.0,1,9,0,0.0,0
36.0,0,9,0,0.0,0
37.0,1,11,0,0.0,0
45.0,1,9,0,0.0,0
43.0,1,5,0,0.0,0
35.0,1,13,0,0.0,0
34.0,0,8,0,0.0,0
33.0,0,7,0,0.0,0
37.0,1,12,1,120.13161199526745,19
30.0,0,11,0,0.0,0
43.0,0,5,0,0.0,0
37.0,1,10,0,0.0,0
31.0,0,4,0,0.0,0
27.0,0,13,0,0.0,0
30.0,0,11,0,0.0,0
41.0,1,4,0,0.0,0
33.0,0,8,0,0.0,0
31.0,1,14,1,99.04547209502458,19
38.0,0,3,0,0.0,0
40.0,1,9,0,0.0,0
43.0,0,6,0,0.0,0
32.0,0,11,0,0.0,0
32.0,1,9,1,109.95636303980639,27
33.0,0,9,0,0.0,0
31.0,1,12,0,0.0,0
36.0,1,6,0,0.0,0
34.0,0,10,0,0.0,0
36.0,0,7,0,0.0,0
30.0,0,8,0,0.0,0
33.0,0,11,0,0.0,0
31.0,0,8,0,0.0,0
35.0,1,10,0,0.0,0
27.0,0,12,0,0.0,0
38.0,1,12,0,0.0,0
30.0,1,12,0,0.0,0
35.0,0,9,0,0.0,0
31.0,0,11,0,0.0,0
34.0,0,7,0,0.0,0
28.0,0,5,0,0.0,0
34.0,1,5,1,98.78159494908829,18
34.0,1,13,0,0.0,0
31.0,0,8,0,0.0,0
31.0,0,6,0,0.0,0
34.0,0,5,0,0.0,0
35.0,1,11,0,0.0,0
28.0,0,13,0,0.0,0
35.0,0,7,0,0.0,0
34.0,1,14,0,0.0,0
42.0,0,7,0,0.0,0
33.0,0,10,0,0.0,0
40.0,0,6,0,0.0,0
31.0,0,7,0,0.0,0
23.0,1,6,0,0.0,0
39.0,0,8,0,0.0,0
36.0,0,7,0,0.0,0
39.0,0,11,0,0.0,0
43.0,1,12,1,108.44673445475746,22
36.0,0,9,0,0.0,0
27.0,0,6,0,0.0,0
41.0,0,4,0,0.0,0
27.0,0,8,0,0.0,0
27.0,1,10,1,111.94398725955719,24
39.0,1,7,0,0.0,0
35.0,1,15,0,0.0,0
41.0,0,5,0,0.0,0
33.0,0,10,0,0.0,0
32.0,0,12,0,0.0,0
42.0,1,7,0,0.0,0
29.0,1,8,0,0.0,0
36.0,0,7,0,0.0,0
29.0,0,9,0,0.0,0
33.0,0,3,0,0.0,0
31.0,0,7,0,0.0,0
25.0,1,15,0,0.0,0
27.0,0,4,0,0.0,0
41.0,0,3,0,0.0,0
26.0,0,8,0,0.0,0
33.0,0,9,0,0.0,0
35.0,0,12,0,0.0,0
24.0,1,8,0,0.0,0
46.0,0,12,0,0.0,0
35.0,1,11,0,0.0,0
33.0,1,11,0,0.0,0
50.0,0,13,0,0.0,0
33.0,1,15,0,0.0,0
36.0,1,8,0,0.0,0
38.0,0,12,0,0.0,0
30.0,1,11,0,0.0,0
32.0,1,5,1,122.20653247480612,15
32.0,1,5,0,0.0,0
35.0,0,10,0,0.0,0
39.0,0,8,0,0.0,0
35.0,1,10,0,0.0,0
38.0,0,5,0,0.0,0
26.0,1,8,1,106.9471384745866,19
32.0,0,8,0,0.0,0
37.0,1,14,1,92.34616747114555,18
33.0,1,10,0,0.0,0
31.0,0,8,0,0.0,0
28.0,1,17,0,0.0,0
37.0,0,6,0,0.0,0
29.0,1,5,1,116.89946157151604,22
39.0,1,4,1,121.59853589293954,19
36.0,1,9,0,0.0,0
29.0,1,10,0,0.0,0
34.0,0,6,0,0.0,0
33.0,1,13,0,0.0,0
42.0,1,9,0,0.0,0
35.0,0,10,0,0.0,0
38.0,1,13,1,97.01639707490267,22
40.0,1,8,0,0.0,0
34.0,0,9,0,0.0,0
45.0,0,5,0,0.0,0
30.0,0,17,0,0.0,0
31.0,0,5,0,0.0,0
35.0,0,9,0,0.0,0
40.0,0,9,0,0.0,0
33.0,0,8,0,0.0,0
45.0,1,7,1,99.87881832617695,25
39.0,0,4,0,0.0,0
37.0,0,12,0,0.0,0
29.0,0,6,0,0.0,0
43.0,1,14,0,0.0,0
35.0,0,12,0,0.0,0
46.0,0,9,0,0.0,0
30.0,0,9,0,0.0,0
29.0,1,12,0,0.0,0
20.0,0,9,0,0.0,0
35.0,1,13,0,0.0,0
29.0,0,8,0,0.0,0
35.0,0,9,0,0.0,0
32.0,0,5,0,0.0,0
37.0,1,6,1,128.71070118571063,28
24.0,1,2,0,0.0,0
35.0,0,10,0,0.0,0
39.0,0,8,0,0.0,0
35.0,1,11,1,115.59512832094333,27
31.0,0,14,0,0.0,0
42.0,1,5,0,0.0,0
37.0,1,14,0,0.0,0
24.0,1,14,0,0.0,0
42.0,1,5,0,0.0,0
29.0,0,8,0,0.0,0
37.0,0,6,0,0.0,0
35.0,0,6,0,0.0,0
38.0,0,5,0,0.0,0
37.0,1,4,0,0.0,0
41.0,0,12,0,0.0,0
43.0,0,6,0,0.0,0
44.0,0,5,0,0.0,0
37.0,0,8,0,0.0,0
25.0,0,10,0,0.0,0
36.0,0,4,0,0.0,0
40.0,0,13,0,0.0,0
43.0,0,11,0,0.0,0
40.0,0,13,0,0.0,0
38.0,0,6,0,0.0,0
43.0,0,7,0,0.0,0
33.0,0,6,0,0.0,0
39.0,0,4,0,0.0,0
36.0,1,9,0,0.0,0
36.0,1,3,0,0.0,0
32.0,0,3,0,0.0,0
40.0,1,15,0,0.0,0
41.0,0,3,0,0.0,0
28.0,0,6,0,0.0,0
33.0,0,9,0,0.0,0
32.0,0,8,0,0.0,0
